NUTS,Location,Year,Election Type,PS,PSD,PCP,CDS,BE,Abstention
Município,Monchique,2013,Local,33.86,49.89,5.2,0,0,29.1
Município,Mondim de Basto,2013,Local,60.63,0,0.69,0,0,41.2
Município,Monforte,2013,Local,41.96,0,48.77,0,0,27.9
Município,Montalegre,2013,Local,62.05,0,1.67,0,0,45.1
Município,Montemor-o-Novo,2013,Local,33.5,6.79,55.05,4.66,0,40.1
Município,Montemor-o-Velho,2013,Local,43.22,0,11.84,0,2.14,41
Município,Montijo,2013,Local,31.12,27.45,28.32,3.15,7.15,60
Município,Mora,2013,Local,19.39,0,71.61,0,0,39
Município,Mortágua,2013,Local,44.38,46.41,0.83,8.38,0,42.7
Município,Moura,2013,Local,44.34,0,44.66,0,0,46
Município,Mourão,2013,Local,48.21,0,8.99,0,0,24.7
Município,Murça,2013,Local,47.27,44.81,1,6.92,0,38.8
Município,Murtosa,2013,Local,17.1,74.48,2.47,5.95,0,51.8
Município,Nazaré,2013,Local,38.88,24.01,6.57,2.81,2.49,49.3
Município,Nelas,2013,Local,47.75,0,4.68,0,0,42.7
Município,Nisa,2013,Local,36.31,0,33.48,0,0,32.4
NUTS II,Norte,2013,Local,39.79,17.6,5.41,3.28,1.83,41.7
Município,Óbidos,2013,Local,43.02,46.28,7.13,3.58,0,44.7
Município,Odemira,2013,Local,54.53,0,31.37,0,3.35,37.9
Município,Odivelas,2013,Local,43.65,20.39,23.47,0,5.52,57.1
Município,Oeiras,2013,Local,20.11,21.03,10.04,4.19,4.06,53.3
NUTS III,Oeste,2013,Local,39.39,27.17,13.43,5.5,2.43,48.9
Município,Oleiros,2013,Local,0,55.58,1.44,0,0,28.4
Município,Olhão,2013,Local,35.53,28.66,13.02,3.43,10.24,58.4
Município,Oliveira de Azeméis,2013,Local,42.38,44.51,3.04,7.88,2.19,43.8
Município,Oliveira de Frades,2013,Local,16.77,0,2.92,0,4.15,38.4
Município,Oliveira do Bairro,2013,Local,9.29,47.44,3.05,40.21,0,48.2
Município,Oliveira do Hospital,2013,Local,70.11,22.71,2.9,4.28,0,34
Município,Ourém,2013,Local,42.35,0,3.43,0,0,45.7
Município,Ourique,2013,Local,64.98,0,13.53,0,0,25.5
Município,Ovar,2013,Local,37.89,47.31,6.48,3.18,5.14,48.7
Município,Paços de Ferreira,2013,Local,48.89,46.29,2.76,1.48,0,34.6
Município,Palmela,2013,Local,27.91,0,51.55,0,5.83,61.5
Município,Pampilhosa da Serra,2013,Local,11.54,87.39,1.07,0,0,32.9
Município,Paredes,2013,Local,43.61,43.77,6.82,3.93,1.87,35.6
Município,Paredes de Coura,2013,Local,55.48,37.9,4.47,2.15,0,34.4
Município,Pedrógão Grande,2013,Local,38.72,59.91,1.37,0,0,35.8
Município,Penacova,2013,Local,54.4,0,6.22,0,0,43
Município,Penafiel,2013,Local,42.75,0,3.3,0,1.45,29.5
Município,Penalva do Castelo,2013,Local,53.12,0,3.42,0,0,37.7
Município,Penamacor,2013,Local,56.55,0,2.15,9.48,0,31.9
Município,Penedono,2013,Local,32.44,62.56,1.26,3.74,0,41.9
Município,Penela,2013,Local,42.23,54.1,2.32,1.35,0,36.6
Município,Peniche,2013,Local,26.2,24.74,44.66,2.26,2.15,56.8
Município,Peso da Régua,2013,Local,35.93,59.67,4.4,0,0,41.3
Município,Pinhel,2013,Local,31.22,58.01,2.08,8.7,0,36.7
Município,Pombal,2013,Local,29.38,60.34,3.5,6.78,0,55.1
Município,Ponte da Barca,2013,Local,55.25,25.85,1.59,0,0,40.3
Município,Ponte de Lima,2013,Local,9.74,16.65,3.94,57.02,0,36
Município,Ponte de Sor,2013,Local,60.79,9.31,22.13,3.87,3.89,40.2
Município,Portalegre,2013,Local,25.07,0,18.37,0,0.9,40
Município,Portel,2013,Local,66.65,0,31.47,0,0,28.7
Município,Portimão,2013,Local,33.37,18.51,13.44,0,13.63,57.6
Município,Porto,2013,Local,23.72,0,7.72,0,3.77,47.4
Município,Porto de Mós,2013,Local,61.91,29.89,4.07,4.13,0,42.9
Município,Póvoa de Lanhoso,2013,Local,41.54,52.67,1.41,4.37,0,37.1
Município,Póvoa de Varzim,2013,Local,28.68,49.23,3.82,14.59,2.43,50.9
Município,Proença-a-Nova,2013,Local,77.58,20.34,2.08,0,0,35.5
Município,Redondo,2013,Local,22.19,0,14.5,0,0,41.2
NUTS III,Região de Aveiro,2013,Local,30.81,27.35,4.41,10.56,2.1,49
NUTS III,Região de Coimbra,2013,Local,45.77,14.62,7.93,2,1.15,46.2
NUTS III,Região de Leiria,2013,Local,42.99,39.37,6.78,5.77,1.87,49.1
Município,Reguengos de Monsaraz,2013,Local,72.72,0,17.4,0,0,47.5
Município,Resende,2013,Local,52.69,0,1.12,0,0,31.1
Município,Ribeira de Pena,2013,Local,51.92,36.95,0.89,1.96,0,41
Município,Rio Maior,2013,Local,21.08,0,16.36,0,2.52,41.8
Município,Sabrosa,2013,Local,58.64,38.35,3.01,0,0,35.3
Município,Sabugal,2013,Local,41.91,48.54,1.87,4.7,0,42.9
Município,Salvaterra de Magos,2013,Local,35.32,0,12.22,0,29.09,54.3
Município,Santa Comba Dão,2013,Local,51.56,42.17,1.4,4.87,0,41.9
Município,Santa Maria da Feira,2013,Local,38.38,48.46,4.62,4.18,4.36,44.6
Município,Santa Marta de Penaguião,2013,Local,60.41,34.33,1.67,3.59,0,37.5
Município,Santarém,2013,Local,34.97,43.68,11.21,2.8,3.11,"┴  48,0"
Município,Santiago do Cacém,2013,Local,28.82,15.62,49.31,2.3,3.95,48.6
Município,Santo Tirso,2013,Local,47.94,0,6.57,3.77,0,37.9
Município,São Brás de Alportel,2013,Local,47.8,42.26,8.01,1.94,0,43.5
Município,São João da Madeira,2013,Local,37.13,40.25,6.55,3.13,2.38,50.7
Município,São João da Pesqueira,2013,Local,11.51,45.74,1.72,3.99,0,38.3
Município,São Pedro do Sul,2013,Local,51.76,39.2,0.77,0,1.37,35.7
Município,Sardoal,2013,Local,25.16,52.03,2.67,0,0,26.1
Município,Sátão,2013,Local,35.22,57.76,3.06,3.96,0,46.5
Município,Seia,2013,Local,60.62,0,7.9,0,0,43.4
Município,Seixal,2013,Local,26.37,11.92,48.14,3.06,7.31,61.1
Município,Sernancelhe,2013,Local,41.53,54.68,0.35,3.44,0,29.9
Município,Serpa,2013,Local,36.99,5.25,54.56,0,3.2,44.2
Município,Sertã,2013,Local,26.6,65.61,1.6,4.36,0,36.8
Município,Sesimbra,2013,Local,24.19,0,46.21,0,6.08,62.2
Município,Setúbal,2013,Local,28.67,0,45.51,0,6.14,61.3
Município,Sever do Vouga,2013,Local,48.96,39.73,2.18,9.13,0,33.9
Município,Silves,2013,Local,27.63,29.47,37.41,0,5.49,48.1
Município,Sines,2013,Local,53.91,4.23,16.5,1.43,0,43.4
Município,Sintra,2013,Local,29.52,0,13.75,0,4.97,59.6
Município,Sobral de Monte Agraço,2013,Local,29.69,0,50.98,0,0,42.5
Município,Soure,2013,Local,41.71,0,10.55,0,0,41.4
Município,Sousel,2013,Local,29.38,48.8,21.82,0,0,29.5
Município,Tábua,2013,Local,61.37,0,8.22,0,0,37.7
Município,Tabuaço,2013,Local,46.25,0,2.57,0,0,30.3
NUTS III,Tâmega e Sousa,2013,Local,41.96,16.17,2.63,1.72,0.75,34.2
Município,Tarouca,2013,Local,36.84,52.95,1.65,4.47,4.08,40.5
Município,Tavira,2013,Local,49.41,0,7.43,0,4.42,45
Município,Terras de Bouro,2013,Local,52.92,0,8.05,0,0,31.5
NUTS III,Terras de Trás-os-Montes,2013,Local,40,38.95,2.11,6.06,0.6,40.8
Município,Tomar,2013,Local,30.25,28.7,10.09,3.09,3.23,46.7
Município,Tondela,2013,Local,27.78,57.83,3.97,10.43,0,44
Município,Torre de Moncorvo,2013,Local,42.78,0,3.33,0,0,33.9
Município,Torres Novas,2013,Local,48.98,18.79,17.58,3.76,10.88,47.5
Município,Torres Vedras,2013,Local,58.34,21.2,9.21,0,2.12,49.1
Município,Trancoso,2013,Local,57.79,38.89,1.35,1.97,0,35.3
Município,Trofa,2013,Local,44.04,0,3.83,0,2.23,33
Município,Vagos,2013,Local,11.85,51.28,2.12,34.75,0,47.6
Município,Vale de Cambra,2013,Local,12.37,35.8,3.04,48.79,0,37.9
Município,Valença,2013,Local,35.22,60.57,4.22,0,0,39.4
Município,Valongo,2013,Local,42.78,0,9.16,2.82,4.8,49.1
Município,Valpaços,2013,Local,30,65.85,1.79,2.36,0,44.8
Município,Vendas Novas,2013,Local,46.05,12.39,41.57,0,0,46.6
Município,Viana do Alentejo,2013,Local,62.89,4.86,32.25,0,0,36.5
Município,Viana do Castelo,2013,Local,51.77,28.85,11.48,0,0,46.7
Município,Vidigueira,2013,Local,38.72,0,53.3,0,0,35.7
Município,Vieira do Minho,2013,Local,46.72,0,1.37,0,0.71,32.5
Município,Vila de Rei,2013,Local,33.43,55.19,2.72,8.66,0,28.2
Município,Vila do Bispo,2013,Local,60.61,35.01,4.39,0,0,33.7
Município,Vila do Conde,2013,Local,49.93,0,5.51,3.35,2.7,43.8
Município,Vila Flor,2013,Local,60.06,0,4.22,0,0,36.8
Município,Vila Franca de Xira,2013,Local,41.58,0,33.7,3.45,6.31,55.8
Município,Vila Nova da Barquinha,2013,Local,61.54,18.98,15,4.47,0,43.2
Município,Vila Nova de Cerveira,2013,Local,42.22,9.53,1.3,0,0,31.2
Município,Vila Nova de Famalicão,2013,Local,33.22,0,3.87,0,1.69,35.4
Município,Vila Nova de Foz Côa,2013,Local,42.22,55.82,1.96,0,0,37.2
Município,Vila Nova de Gaia,2013,Local,41.8,0,6.98,0,3.35,46.6
Município,Vila Nova de Paiva,2013,Local,58.36,31.67,1.82,8.15,0,51
Município,Vila Nova de Poiares,2013,Local,58.1,36.4,2.81,2.7,0,41.6
Município,Vila Pouca de Aguiar,2013,Local,47.07,48.24,3.58,1.11,0,44.5
Município,Vila Real,2013,Local,46.09,44.24,2.5,5.07,2.09,39.9
Município,Vila Real de Santo António,2013,Local,24.35,56.75,13.73,1.17,3.99,47.6
Município,Vila Velha de Ródão,2013,Local,72.11,21.37,3.77,2.75,0,28.6
Município,Vila Verde,2013,Local,45.45,48.31,2.26,3.97,0,39.1
Município,Vila Viçosa,2013,Local,25.31,0,45,0,0,32.8
Município,Vimioso,2013,Local,37.64,61.37,0.99,0,0,39.7
Município,Vinhais,2013,Local,62.38,0,1.65,0,0,36.5
Município,Viseu,2013,Local,29.62,51.19,4.44,10.56,4.19,52
NUTS III,Viseu Dão Lafões,2013,Local,39.84,38.25,3.11,5.59,1.7,45.3
Município,Vizela,2013,Local,50.16,0,5.06,0,3.33,38.4
Município,Vouzela,2013,Local,40.63,51.9,1.18,2.81,3.48,33.3
Município,Abrantes,2014,European,42.67,21.35,12.99,21.35,6.46,63.4
Município,Águeda,2014,European,33.32,40.55,7.17,40.55,3.83,69.2
Município,Aguiar da Beira,2014,European,44.57,43.98,1.36,43.98,1.63,64.5
Município,Alandroal,2014,European,37.76,9.71,39.26,9.71,3.51,59.7
Município,Albergaria-a-Velha,2014,European,27.19,43.49,7.54,43.49,3.94,69.4
Município,Albufeira,2014,European,31.02,26.48,12.77,26.48,6.16,76.6
Município,Alcácer do Sal,2014,European,34.97,9.1,42.85,9.1,3.4,61.2
Município,Alcanena,2014,European,31.58,32.78,15.11,32.78,4.33,65.7
Município,Alcobaça,2014,European,28.74,43.12,8.39,43.12,3.85,64.9
Município,Alcochete,2014,European,28.07,16.85,30.14,16.85,6.12,63.5
Município,Alcoutim,2014,European,48.2,30.52,10.69,30.52,1.23,62.4
Município,Alenquer,2014,European,37.87,19.89,20.5,19.89,4.6,61.9
NUTS II,Alentejo,2014,European,36.71,17.79,28.48,17.79,4.17,64.5
NUTS III,Alentejo Central,2014,European,34.98,16.52,33.24,16.52,3.95,62.2
NUTS III,Alentejo Litoral,2014,European,33.76,13.34,34.64,13.34,4.59,63.4
Município,Alfândega da Fé,2014,European,46.62,36.68,3.28,36.68,1.54,62.7
NUTS II,Algarve,2014,European,33.58,23.73,15.18,23.73,7.47,71.5
NUTS III,Algarve,2014,European,33.58,23.73,15.18,23.73,7.47,71.5
Município,Alijó,2014,European,40.94,40.09,5.22,40.09,1.79,68.7
Município,Aljezur,2014,European,38.45,15.73,19.11,15.73,5.3,66.7
Município,Aljustrel,2014,European,39.07,4.94,46.2,4.94,2.32,54.6
Município,Almada,2014,European,31.41,16.63,27.71,16.63,6.7,62.7
Município,Almeida,2014,European,33.6,45.18,5.74,45.18,2.18,70.1
Município,Almeirim,2014,European,44.59,19.94,16.85,19.94,4.47,69.2
Município,Almodôvar,2014,European,50.1,15.51,17.94,15.51,4.08,68.5
Município,Alpiarça,2014,European,30.02,11.59,45.48,11.59,2.56,60.5
Município,Alter do Chão,2014,European,37.41,25.09,24.54,25.09,2.19,61.8
NUTS III,Alto Alentejo,2014,European,43.18,20.99,20.63,20.99,3.66,65.3
NUTS III,Alto Minho,2014,European,32.21,38.32,8.53,38.32,3.64,69.3
NUTS III,Alto Tâmega,2014,European,35.09,47.87,4.34,47.87,1.57,71.8
Município,Alvaiázere,2014,European,18.96,63.41,2.17,63.41,2.21,64.1
Município,Alvito,2014,European,33.33,18.1,34.63,18.1,3.45,62.8
Município,Amadora,2014,European,36.52,19.86,19.33,19.86,6,62.4
Município,Amarante,2014,European,43.3,30.92,3.91,30.92,2.43,67.3
Município,Amares,2014,European,29.82,44.49,7.26,44.49,3.25,69.2
Município,Anadia,2014,European,25.23,50.11,5.66,50.11,3.24,68.6
Município,Ansião,2014,European,26.87,51.1,4.6,51.1,1.99,66
Município,Arcos de Valdevez,2014,European,30.16,48.77,4.26,48.77,1.65,74.2
NUTS II,Área Metropolitana de Lisboa,2014,European,31.75,22.91,20.77,22.91,6.04,62.7
NUTS III,Área Metropolitana de Lisboa,2014,European,31.75,22.91,20.77,22.91,6.04,62.7
NUTS III,Área Metropolitana do Porto,2014,European,35.56,30.02,10.91,30.02,5.36,62.1
Município,Arganil,2014,European,38.76,40.47,4.53,40.47,3.13,62.2
Município,Armamar,2014,European,26.38,46.45,9.11,46.45,2.85,66.3
Município,Arouca,2014,European,24.75,52.15,4.09,52.15,2.04,68
Município,Arraiolos,2014,European,29.29,10.07,47.93,10.07,3.34,53.6
Município,Arronches,2014,European,47.18,29.54,12.75,29.54,1.59,62.9
Município,Arruda dos Vinhos,2014,European,34.84,25.46,15.39,25.46,4.78,64.6
NUTS III,Ave,2014,European,39.54,33.69,8.12,33.69,3.55,62.7
Município,Aveiro,2014,European,26.26,37.11,8.99,37.11,6.8,66.3
Município,Avis,2014,European,26.36,11.2,53.6,11.2,1.7,49.7
Município,Azambuja,2014,European,35.91,17.4,22.52,17.4,5.68,61.8
Município,Baião,2014,European,61.45,23.01,3.54,23.01,1.57,68.8
NUTS III,Baixo Alentejo,2014,European,36.27,11.73,38.81,11.73,3.38,63.9
Município,Barcelos,2014,European,31.39,43.65,5.27,43.65,3.46,60.9
Município,Barrancos,2014,European,37.02,14.65,35.48,14.65,1.54,70.8
Município,Barreiro,2014,European,30.33,9.75,39,9.75,5.83,58.5
Município,Batalha,2014,European,19.62,53.83,4.69,53.83,4.58,63.2
NUTS III,Beira Baixa,2014,European,46.01,30.19,6.58,30.19,3.33,63.7
NUTS III,Beiras e Serra da Estrela,2014,European,40.53,31.88,8.61,31.88,3.73,67.3
Município,Beja,2014,European,32.61,14.47,37.19,14.47,4.58,63
Município,Belmonte,2014,European,50.03,19.28,11.14,19.28,4.24,71.3
Município,Benavente,2014,European,29.68,19.06,28.15,19.06,4.9,70.3
Município,Bombarral,2014,European,28.82,34.07,16.41,34.07,3.43,68.5
Município,Borba,2014,European,45.09,15.4,23.94,15.4,3.47,60.3
Município,Boticas,2014,European,24.28,62.18,3.97,62.18,0.78,63.3
Município,Braga,2014,European,32.54,32.39,12.28,32.39,5.04,62.7
Município,Bragança,2014,European,36.12,40.39,6.13,40.39,3.46,75.3
Município,Cabeceiras de Basto,2014,European,48.65,35.73,3.59,35.73,1.84,67
Município,Cadaval,2014,European,40.17,33.42,8.63,33.42,2.83,65.5
Município,Caldas da Rainha,2014,European,28.09,39.59,9.39,39.59,4.91,67.6
Município,Caminha,2014,European,40.93,29.54,8.4,29.54,3.88,66.9
Município,Campo Maior,2014,European,48.47,11,26.8,11,3.07,66.5
Município,Cantanhede,2014,European,29.66,43.95,6.12,43.95,4.11,71.7
Município,Carrazeda de Ansiães,2014,European,31.14,46.98,4.44,46.98,2.7,67.5
Município,Carregal do Sal,2014,European,35.18,43.83,4.52,43.83,2.4,72.2
Município,Cartaxo,2014,European,37.92,19.12,17.42,19.12,6.09,65.6
Município,Cascais,2014,European,27.75,34.94,12.83,34.94,5.31,65
Município,Castanheira de Pêra,2014,European,51.47,27.25,6.19,27.25,3.69,65.8
Município,Castelo Branco,2014,European,46.27,25.95,8.07,25.95,4.07,65.1
Município,Castelo de Paiva,2014,European,43.64,35.47,3.53,35.47,4.1,70.7
Município,Castelo de Vide,2014,European,44.77,23.95,12.17,23.95,3.99,61.8
Município,Castro Daire,2014,European,36.32,45.96,3.72,45.96,1.57,72.8
Município,Castro Marim,2014,European,45.29,23.49,11.16,23.49,6.4,68.6
Município,Castro Verde,2014,European,32.13,9.03,43.87,9.03,4.85,64.1
NUTS III,Cávado,2014,European,30.28,40.71,8.42,40.71,3.91,63.4
Município,Celorico da Beira,2014,European,42.14,36.7,4.71,36.7,2.45,67.6
Município,Celorico de Basto,2014,European,31.23,46.24,4.56,46.24,2.02,68.1
NUTS II,Centro,2014,European,33.33,36.02,9.42,36.02,4.65,67.2
Município,Chamusca,2014,European,41.15,18.8,24.05,18.8,4.11,66.2
Município,Chaves,2014,European,33.79,44.98,5.99,44.98,2.34,72.8
Município,Cinfães,2014,European,45.64,33.92,4.4,33.92,2.07,73
Município,Coimbra,2014,European,33.18,25.07,14.63,25.07,7.3,63.6
Município,Condeixa-a-Nova,2014,European,37.77,20.42,11.41,20.42,13.05,65.5
Município,Constância,2014,European,40.08,14.25,23.25,14.25,4.17,62.1
NUTS I,Continente,2014,European,34.12,29.78 / 2,14.08,29.78,4.96,64.9
Município,Coruche,2014,European,37.55,16.11,31.86,16.11,3.27,65.4
Município,Covilhã,2014,European,44.12,18.05,16.21,18.05,4.92,66.7
Município,Crato,2014,European,46.97,19.84,21.75,19.84,1.99,61.7
Município,Cuba,2014,European,33.9,7.59,48.54,7.59,1.56,60.6
NUTS III,Douro,2014,European,37.64,39.43,6.11,39.43,2.71,68.6
Município,Elvas,2014,European,52.4,20.45,11.24,20.45,4,70.5
Município,Entroncamento,2014,European,36.02,20.33,15.43,20.33,9.17,64
Município,Espinho,2014,European,35.06,30.15,12.4,30.15,5.22,58.2
Município,Esposende,2014,European,24.64,45.59,6.67,45.59,3.25,68.6
Município,Estarreja,2014,European,28.13,38.57,9.94,38.57,3.9,69.5
Município,Estremoz,2014,European,40.09,23.01,20.56,23.01,3.97,65.5
Município,Évora,2014,European,32.62,19.65,28.75,19.65,5.55,63.1
Município,Fafe,2014,European,42.8,31.36,7.12,31.36,2.95,65.2
Município,Faro,2014,European,31.69,23.33,16.33,23.33,7.82,69.3
Município,Felgueiras,2014,European,37.4,37.41,5.82,37.41,3.48,66.6
Município,Ferreira do Alentejo,2014,European,44.91,9.25,32.73,9.25,3.05,60.9
Município,Ferreira do Zêzere,2014,European,33.12,42.25,4.38,42.25,3.49,61.4
Município,Figueira da Foz,2014,European,37.53,24.3,13.41,24.3,5.85,70.4
Município,Figueira de Castelo Rodrigo,2014,European,44.59,37.39,3.1,37.39,2.94,66.7
Município,Figueiró dos Vinhos,2014,European,35.6,43.68,4.18,43.68,2.82,62.8
Município,Fornos de Algodres,2014,European,45.31,36.21,4.1,36.21,2.02,62.7
Município,Freixo de Espada à Cinta,2014,European,45.95,35.04,3.86,35.04,2.61,69.8
Município,Fronteira,2014,European,42.21,24.04,17.28,24.04,3.92,58.4
Município,Fundão,2014,European,44.13,27.05,7.76,27.05,3.87,68.6
Município,Gavião,2014,European,55.15,14.78,16.69,14.78,3.23,57.1
Município,Góis,2014,European,50.6,27.8,3.59,27.8,3.74,61.8
Município,Golegã,2014,European,37.88,22.78,21.32,22.78,3.87,┴  67.3
Município,Gondomar,2014,European,36.63,23.29,15.92,23.29,6.06,62.5
Município,Gouveia,2014,European,38.01,39.59,6.96,39.59,2.68,68.1
Município,Grândola,2014,European,31.97,12.81,40,12.81,3.63,61
Município,Guarda,2014,European,35.18,34.71,7.2,34.71,5.18,65.6
Município,Guimarães,2014,European,39.01,29.77,10.9,29.77,4.06,60.9
Município,Idanha-a-Nova,2014,European,57.61,22.8,6.44,22.8,2.08,62.4
Município,Ílhavo,2014,European,26.34,38.6,8.53,38.6,5.71,72.4
Município,Lagoa,2014,European,35.07,22.22,13.71,22.22,8.59,69.6
Município,Lagos,2014,European,34.68,19.1,16.43,19.1,8.04,70.2
Município,Lamego,2014,European,37.14,37.94,7.75,37.94,3.19,67.5
Município,Leiria,2014,European,24.64,45.33,6.5,45.33,5.41,65.4
NUTS III,Lezíria do Tejo,2014,European,36.3,22.6,20.1,22.6,4.88,66.5
Município,Lisboa,2014,European,31.16,29.75,14.48,29.75,5.68,┴  58.7
Município,Loulé,2014,European,33.35,31.72,10.25,31.72,5.71,74.9
Município,Loures,2014,European,34.3,18.97,25.3,18.97,4.86,┴  59.6
Município,Lourinhã,2014,European,28.82,42.65,6.96,42.65,4.39,66.1
Município,Lousã,2014,European,45.5,23.83,7.93,23.83,6,66.5
Município,Lousada,2014,European,41.44,33.37,6.41,33.37,3.06,67.6
Município,Mação,2014,European,36.06,38.71,6.16,38.71,3.23,49.5
Município,Macedo de Cavaleiros,2014,European,33.76,48.35,4.04,48.35,2.15,71.4
Município,Mafra,2014,European,28.96,30.99,12.82,30.99,5.49,64.7
Município,Maia,2014,European,33.23,29.16,10.64,29.16,6.59,59.8
Município,Mangualde,2014,European,42.21,35.31,5.72,35.31,2.79,71.8
Município,Manteigas,2014,European,42.33,30.18,10.61,30.18,3.09,71.7
Município,Marco de Canaveses,2014,European,38.11,34.47,5.91,34.47,3.23,69.9
Município,Marinha Grande,2014,European,30.08,16.72,27.96,16.72,7.33,66
Município,Marvão,2014,European,46.46,28.46,8.94,28.46,3.38,66.5
Município,Matosinhos,2014,European,38.72,24.19,11.99,24.19,6.34,60.6
Município,Mealhada,2014,European,43.97,24.93,11.03,24.93,5.01,70.3
Município,Mêda,2014,European,36.18,45.27,4.05,45.27,2.37,68.9
NUTS III,Médio Tejo,2014,European,32.83,34.19,10.61,34.19,5.31,63.3
Município,Melgaço,2014,European,46.93,35.52,2.02,35.52,1.47,79.7
Município,Mértola,2014,European,39.01,8.14,40.72,8.14,2.9,60.7
Município,Mesão Frio,2014,European,48.91,31.85,4.08,31.85,3.63,71.5
Município,Mira,2014,European,33.1,44.4,3.96,44.4,3.13,72.7
Município,Miranda do Corvo,2014,European,44.28,25.07,9.53,25.07,6.21,68.7
Município,Miranda do Douro,2014,European,41.02,43.24,3.08,43.24,2.26,69.8
Município,Mirandela,2014,European,28.9,47.49,6.43,47.49,3.54,69.3
Município,Mogadouro,2014,European,38.58,46.84,2.38,46.84,1.49,68.4
Município,Moimenta da Beira,2014,European,36.02,43.86,5.33,43.86,2.08,73.4
Município,Moita,2014,European,27.39,8.87,41.7,8.87,7.19,64.9
Município,Monção,2014,European,34.46,44.76,3.62,44.76,3.7,75
Município,Monchique,2014,European,36.65,27.6,14.04,27.6,4.74,54.8
Município,Mondim de Basto,2014,European,34.6,47.4,4.59,47.4,1.28,72.4
Município,Monforte,2014,European,42.9,17.3,27.4,17.3,2.3,62.7
Município,Montalegre,2014,European,53.07,35.56,2.03,35.56,1.14,69.8
Município,Montemor-o-Novo,2014,European,25.97,13.06,48.7,13.06,2.65,55.4
Município,Montemor-o-Velho,2014,European,43.03,22.97,12.72,22.97,4.92,70.9
Município,Montijo,2014,European,32.61,19.43,24.01,19.43,6.34,69.2
Município,Mora,2014,European,23.89,14.25,51.44,14.25,2.08,59.6
Município,Mortágua,2014,European,35.86,43.53,4.87,43.53,2.67,73.5
Município,Moura,2014,European,38.61,13.37,35.94,13.37,2.55,73.3
Município,Mourão,2014,European,50.54,23.73,15.55,23.73,2.14,66.5
Município,Murça,2014,European,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-
Município,Murtosa,2014,European,19.16,56.94,6.03,56.94,2.57,75.3
Município,Nazaré,2014,European,41.04,22.51,14.17,22.51,6.41,74.1
Município,Nelas,2014,European,35.6,37.23,5.95,37.23,4.44,71.5
Município,Nisa,2014,European,45.02,22.32,19.79,22.32,1.94,61.8
NUTS II,Norte,2014,European,35.89,34.13,8.93,34.13,4.28,64.5
Município,Óbidos,2014,European,34.34,32.12,10.55,32.12,5.08,68.3
Município,Odemira,2014,European,38.07,12.92,28.58,12.92,4.45,63.2
Município,Odivelas,2014,European,36.2,21.67,17.16,21.67,6.05,63
Município,Oeiras,2014,European,29.55,29.72,14.52,29.72,6.26,58.8
NUTS III,Oeste,2014,European,32.56,32.68,13.16,32.68,4.54,66.3
Município,Oleiros,2014,European,25.4,59.41,2.48,59.41,1.88,58.5
Município,Olhão,2014,European,31.29,21.84,15.87,21.84,9.28,73.8
Município,Oliveira de Azeméis,2014,European,34.47,37.14,5.73,37.14,3.92,64.4
Município,Oliveira de Frades,2014,European,25.87,49.51,5.87,49.51,3.56,65.9
Município,Oliveira do Bairro,2014,European,14.99,62.64,4.42,62.64,2.98,70.4
Município,Oliveira do Hospital,2014,European,41.05,38.72,5.16,38.72,2.51,67.6
Município,Ourém,2014,European,19.24,57.91,3.89,57.91,2.66,66.8
Município,Ourique,2014,European,44.91,21.45,21.38,21.45,1.68,66.4
Município,Ovar,2014,European,35.35,28.86,11.26,28.86,5.97,65.7
Município,Paços de Ferreira,2014,European,33.82,42.58,5.74,42.58,2.66,67.8
Município,Palmela,2014,European,29.57,15.53,29.18,15.53,6.78,67
Município,Pampilhosa da Serra,2014,European,37.29,43.38,4.89,43.38,2.03,65.3
Município,Paredes,2014,European,33.35,39.43,7.48,39.43,3.4,63
Município,Paredes de Coura,2014,European,43.98,29.75,6.92,29.75,3.04,74.3
Município,Pedrógão Grande,2014,European,26.84,48.84,3.49,48.84,2.91,68.1
Município,Penacova,2014,European,40.88,36.17,9.16,36.17,2.51,69
Município,Penafiel,2014,European,39.32,33.55,6.96,33.55,3.2,62.1
Município,Penalva do Castelo,2014,European,38.74,41.85,5.45,41.85,1.75,68.2
Município,Penamacor,2014,European,55.46,27.56,3.95,27.56,2.52,65.9
Município,Penedono,2014,European,32.81,41.82,4.56,41.82,3.56,72
Município,Penela,2014,European,35.48,41.3,5.14,41.3,2.91,66
Município,Peniche,2014,European,33.03,28.86,17.49,28.86,4.21,71.9
Município,Peso da Régua,2014,European,44.05,30.14,9.53,30.14,2.71,73.6
Município,Pinhel,2014,European,31.24,49,5.83,49,2.84,69.5
Município,Pombal,2014,European,23.98,51.33,5.29,51.33,3.35,75.6
Município,Ponte da Barca,2014,European,42.43,40.9,3.71,40.9,1.95,71.9
Município,Ponte de Lima,2014,European,22.81,52.79,6.71,52.79,2.31,64.4
Município,Ponte de Sor,2014,European,38.59,15.93,28.24,15.93,5.48,67.1
Município,Portalegre,2014,European,39.57,28.28,13.69,28.28,5.01,68.1
Município,Portel,2014,European,46.81,5.7,37.53,5.7,2.67,58.7
Município,Portimão,2014,European,32.17,22.09,14.24,22.09,10.12,69.8
Município,Porto,2014,European,31.81,31.68,13.29,31.68,5.9,57.6
Município,Porto de Mós,2014,European,27.46,44.2,6.06,44.2,4.52,65.3
