NUTS,Location,Year,Fires,Firefighters,Tourism
Município,Soure,2013,32,111,-
Município,Tábua,2013,46,113,-
Município,Vila Nova de Poiares,2013,28,53,-
NUTS III,Região de Leiria,2013,414,1176,-
Município,Alvaiázere,2013,20,82,-
Município,Ansião,2013,16,73,-
Município,Batalha,2013,10,107,42.5
Município,Castanheira de Pêra,2013,13,46,-
Município,Figueiró dos Vinhos,2013,20,76,-
Município,Leiria,2013,135,328,25.5
Município,Marinha Grande,2013,34,113,35.5
Município,Pedrógão Grande,2013,29,70,0
Município,Pombal,2013,87,155,-
Município,Porto de Mós,2013,50,126,-
NUTS III,Viseu Dão Lafões,2013,1182,1188,-
Município,Aguiar da Beira,2013,24,37,-
Município,Carregal do Sal,2013,30,110,-
Município,Castro Daire,2013,179,117,-
Município,Mangualde,2013,74,87,8.5
Município,Nelas,2013,77,138,16.1
Município,Oliveira de Frades,2013,74,35,-
Município,Penalva do Castelo,2013,34,53,-
Município,Santa Comba Dão,2013,22,72,-
Município,São Pedro do Sul,2013,38,119,2
Município,Sátão,2013,38,47,-
Município,Tondela,2013,166,123,-
Município,Vila Nova de Paiva,2013,94,67,-
Município,Viseu,2013,267,114,27.5
Município,Vouzela,2013,65,69,-
NUTS III,Beira Baixa,2013,191,540,-
Município,Castelo Branco,2013,70,125,21.9
Município,Idanha-a-Nova,2013,53,92,24.2
Município,Oleiros,2013,7,113,-
Município,Penamacor,2013,23,88,-
Município,Proença-a-Nova,2013,18,76,-
Município,Vila Velha de Ródão,2013,20,46,-
NUTS III,Médio Tejo,2013,443,1149,-
Município,Abrantes,2013,63,55,11
Município,Alcanena,2013,25,79,19.3
Município,Constância,2013,9,72,6.2
Município,Entroncamento,2013,11,49,7.3
Município,Ferreira do Zêzere,2013,11,56,-
Município,Mação,2013,15,54,-
Município,Ourém,2013,57,232,61.9
Município,Sardoal,2013,8,73,-
Município,Sertã,2013,51,189,-
Município,Tomar,2013,104,77,43.3
Município,Torres Novas,2013,65,104,-
Município,Vila de Rei,2013,6,50,-
Município,Vila Nova da Barquinha,2013,18,59,-
NUTS III,Beiras e Serra da Estrela,2013,723,1426,-
Município,Almeida,2013,20,44,30.7
Município,Belmonte,2013,18,55,-
Município,Celorico da Beira,2013,24,63,10.1
Município,Covilhã,2013,93,94,8.8
Município,Figueira de Castelo Rodrigo,2013,57,33,-
Município,Fornos de Algodres,2013,17,46,-
Município,Fundão,2013,112,125,-
Município,Gouveia,2013,67,207,-
Município,Guarda,2013,47,187,22.5
Município,Manteigas,2013,1,52,41.8
Município,Mêda,2013,54,59,-
Município,Pinhel,2013,48,54,-
Município,Sabugal,2013,44,103,-
Município,Seia,2013,60,179,8.1
Município,Trancoso,2013,61,125,-
NUTS II,Área Metropolitana de Lisboa,2013,1895,4855,67.7
NUTS III,Área Metropolitana de Lisboa,2013,1895,4855,-
Município,Alcochete,2013,26,43,41.3
Município,Almada,2013,100,258,53.1
Município,Amadora,2013,64,88,21.1
Município,Barreiro,2013,58,164,-
Município,Cascais,2013,73,339,71.7
Município,Lisboa,2013,124,1000,73.4
Município,Loures,2013,134,397,-
Município,Mafra,2013,118,134,48.1
Município,Moita,2013,108,57,-
Município,Montijo,2013,100,99,44.6
Município,Odivelas,2013,159,274,-
Município,Oeiras,2013,76,327,40.6
Município,Palmela,2013,152,164,38.6
Município,Seixal,2013,109,146,32.1
Município,Sesimbra,2013,46,156,44
Município,Setúbal,2013,88,244,32.4
Município,Sintra,2013,279,650,56.3
Município,Vila Franca de Xira,2013,81,315,-
NUTS II,Alentejo,2013,1505,3086,30.5
NUTS III,Alentejo Litoral,2013,162,411,19.9
Município,Alcácer do Sal,2013,14,74,26
Município,Grândola,2013,30,39,15.5
Município,Odemira,2013,52,95,23.9
Município,Santiago do Cacém,2013,40,140,19
Município,Sines,2013,26,63,26.1
NUTS III,Baixo Alentejo,2013,354,569,19.5
Município,Aljustrel,2013,30,42,-
Município,Almodôvar,2013,14,45,-
Município,Alvito,2013,0,30,-
Município,Barrancos,2013,2,32,7.6
Município,Beja,2013,119,82,22.7
Município,Castro Verde,2013,20,38,-
Município,Cuba,2013,3,45,-
Município,Ferreira do Alentejo,2013,19,37,-
Município,Mértola,2013,15,33,-
Município,Moura,2013,60,58,5.3
Município,Ourique,2013,14,45,-
Município,Serpa,2013,27,40,-
Município,Vidigueira,2013,31,42,-
NUTS III,Lezíria do Tejo,2013,535,768,23.5
Município,Almeirim,2013,30,55,-
Município,Alpiarça,2013,19,28,-
Município,Azambuja,2013,93,68,-
Município,Benavente,2013,53,125,-
Município,Cartaxo,2013,32,57,-
Município,Chamusca,2013,48,38,-
Município,Coruche,2013,49,51,-
Município,Golegã,2013,5,45,-
Município,Rio Maior,2013,40,56,-
Município,Salvaterra de Magos,2013,30,41,-
Município,Santarém,2013,136,204,28.3
NUTS III,Alto Alentejo,2013,256,693,-
Município,Alter do Chão,2013,9,44,-
Município,Arronches,2013,8,29,-
Município,Avis,2013,12,33,-
Município,Campo Maior,2013,31,30,-
Município,Castelo de Vide,2013,6,43,16
Município,Crato,2013,7,35,-
Município,Elvas,2013,67,49,17
Município,Fronteira,2013,11,30,-
Município,Gavião,2013,16,66,-
Município,Marvão,2013,10,34,43.8
Município,Monforte,2013,5,33,-
Município,Nisa,2013,26,45,2.7
Município,Ponte de Sor,2013,32,71,-
Município,Portalegre,2013,12,102,21.5
Município,Sousel,2013,4,49,-
NUTS III,Alentejo Central,2013,198,645,-
Município,Alandroal,2013,13,23,-
Município,Arraiolos,2013,10,60,-
Município,Borba,2013,6,48,-
Município,Estremoz,2013,22,46,29.7
Município,Évora,2013,56,36,50.8
Município,Montemor-o-Novo,2013,22,84,-
Município,Mora,2013,2,42,-
Município,Mourão,2013,8,29,-
Município,Portel,2013,7,40,-
Município,Redondo,2013,7,30,37.4
Município,Reguengos de Monsaraz,2013,23,64,-
Município,Vendas Novas,2013,8,40,-
Município,Viana do Alentejo,2013,9,61,-
Município,Vila Viçosa,2013,5,42,-
NUTS II,Algarve,2013,453,1059,70.5
NUTS III,Algarve,2013,453,1059,70.5
Município,Albufeira,2013,40,71,75.9
Município,Alcoutim,2013,11,37,-
Município,Aljezur,2013,7,73,-
Município,Castro Marim,2013,11,0,46.9
Município,Faro,2013,32,113,67
Município,Lagoa,2013,25,81,74.7
Município,Lagos,2013,24,66,77.1
Município,Loulé,2013,76,82,66.9
Município,Monchique,2013,9,61,47.8
Município,Olhão,2013,33,84,61.3
Município,Portimão,2013,33,73,68.4
Município,São Brás de Alportel,2013,11,58,-
Município,Silves,2013,78,118,67.1
Município,Tavira,2013,42,44,58.4
Município,Vila do Bispo,2013,13,39,78.8
Município,Vila Real de Santo António,2013,8,59,54.2
NUTS I,Continente,2014,9388,28509,56.1
NUTS II,Norte,2014,4045,9912,43.9
NUTS III,Alto Minho,2014,382,603,29.5
Município,Arcos de Valdevez,2014,81,39,22.9
Município,Caminha,2014,29,73,27.8
Município,Melgaço,2014,4,40,12.3
Município,Monção,2014,28,49,40.5
Município,Paredes de Coura,2014,16,42,-
Município,Ponte da Barca,2014,36,43,-
Município,Ponte de Lima,2014,80,92,29.3
Município,Valença,2014,28,47,26.9
Município,Viana do Castelo,2014,76,127,38.1
Município,Vila Nova de Cerveira,2014,4,51,18.3
NUTS III,Cávado,2014,224,762,29.2
Município,Amares,2014,22,56,31.6
Município,Barcelos,2014,58,308,-
Município,Braga,2014,36,149,30.2
Município,Esposende,2014,12,122,39.6
Município,Terras de Bouro,2014,23,65,6.1
Município,Vila Verde,2014,73,62,-
NUTS III,Ave,2014,391,933,34.4
Município,Cabeceiras de Basto,2014,46,51,-
Município,Fafe,2014,49,82,16.5
Município,Guimarães,2014,114,199,41.4
Município,Mondim de Basto,2014,13,54,-
Município,Póvoa de Lanhoso,2014,66,81,-
Município,Vieira do Minho,2014,32,54,32.6
Município,Vila Nova de Famalicão,2014,57,323,18.1
Município,Vizela,2014,14,89,-
NUTS III,Área Metropolitana do Porto,2014,1116,3478,52.3
Município,Arouca,2014,41,69,-
Município,Espinho,2014,19,108,45.9
Município,Gondomar,2014,165,303,-
Município,Maia,2014,50,187,51.3
Município,Matosinhos,2014,35,278,23.6
Município,Oliveira de Azeméis,2014,66,132,-
Município,Paredes,2014,159,438,20.8
Município,Porto,2014,0,372,67.6
Município,Póvoa de Varzim,2014,26,77,38.7
Município,Santa Maria da Feira,2014,84,199,25.2
Município,Santo Tirso,2014,77,254,-
Município,São João da Madeira,2014,35,92,39.6
Município,Trofa,2014,39,91,-
Município,Vale de Cambra,2014,27,56,10.7
Município,Valongo,2014,116,184,7.1
Município,Vila do Conde,2014,64,92,39.3
Município,Vila Nova de Gaia,2014,113,546,32.8
NUTS III,Alto Tâmega,2014,377,461,16.9
Município,Boticas,2014,38,52,-
Município,Chaves,2014,58,136,20.9
Município,Montalegre,2014,91,74,1.1
Município,Ribeira de Pena,2014,39,87,-
Município,Valpaços,2014,85,61,-
Município,Vila Pouca de Aguiar,2014,66,51,10.4
NUTS III,Tâmega e Sousa,2014,831,1658,23.1
Município,Amarante,2014,111,200,35.8
Município,Baião,2014,44,178,-
Município,Castelo de Paiva,2014,21,111,-
Município,Celorico de Basto,2014,55,102,-
Município,Cinfães,2014,73,200,-
Município,Felgueiras,2014,96,200,-
Município,Lousada,2014,80,78,-
Município,Marco de Canaveses,2014,96,145,-
Município,Paços de Ferreira,2014,46,168,-
Município,Penafiel,2014,186,214,17.2
Município,Resende,2014,23,62,-
NUTS III,Douro,2014,439,1315,25.3
Município,Alijó,2014,30,153,38
Município,Armamar,2014,11,52,-
Município,Carrazeda de Ansiães,2014,28,48,-
Município,Freixo de Espada à Cinta,2014,41,61,-
Município,Lamego,2014,37,67,31.8
Município,Mesão Frio,2014,6,62,-
Município,Moimenta da Beira,2014,21,78,-
Município,Murça,2014,15,33,-
Município,Penedono,2014,14,44,-
Município,Peso da Régua,2014,5,48,24.5
Município,Sabrosa,2014,17,51,-
Município,Santa Marta de Penaguião,2014,9,80,-
Município,São João da Pesqueira,2014,32,49,-
Município,Sernancelhe,2014,23,43,-
Município,Tabuaço,2014,15,83,-
Município,Tarouca,2014,10,95,-
Município,Torre de Moncorvo,2014,60,61,-
Município,Vila Nova de Foz Côa,2014,34,33,2.1
Município,Vila Real,2014,31,174,19.2
NUTS III,Terras de Trás-os-Montes,2014,285,702,15.3
Município,Alfândega da Fé,2014,20,56,2.1
Município,Bragança,2014,56,108,21.4
Município,Macedo de Cavaleiros,2014,38,101,24.2
Município,Miranda do Douro,2014,10,116,18.9
Município,Mirandela,2014,54,69,4.2
Município,Mogadouro,2014,23,77,3.2
Município,Vila Flor,2014,31,45,-
Município,Vimioso,2014,22,56,-
Município,Vinhais,2014,31,74,-
NUTS II,Centro,2014,2694,9487,36.1
NUTS III,Oeste,2014,517,1089,38.3
Município,Alcobaça,2014,39,223,34.8
Município,Alenquer,2014,77,136,-
Município,Arruda dos Vinhos,2014,27,60,-
Município,Bombarral,2014,29,65,-
Município,Cadaval,2014,24,49,-
Município,Caldas da Rainha,2014,49,90,30.9
Município,Lourinhã,2014,37,68,23.3
Município,Nazaré,2014,7,49,47.2
Município,Óbidos,2014,63,57,56.8
Município,Peniche,2014,46,60,28.4
Município,Sobral de Monte Agraço,2014,16,60,-
Município,Torres Vedras,2014,103,172,26.3
NUTS III,Região de Aveiro,2014,277,1004,39
Município,Águeda,2014,54,119,26.7
Município,Albergaria-a-Velha,2014,50,80,2.9
Município,Anadia,2014,24,48,32.3
Município,Aveiro,2014,40,203,52.9
Município,Estarreja,2014,24,77,-
Município,Ílhavo,2014,11,89,34.5
Município,Murtosa,2014,9,65,37.3
Município,Oliveira do Bairro,2014,14,50,-
Município,Ovar,2014,26,148,24.8
Município,Sever do Vouga,2014,12,49,-
Município,Vagos,2014,13,76,-
NUTS III,Região de Coimbra,2014,396,1918,40.6
Município,Arganil,2014,24,95,5.7
Município,Cantanhede,2014,32,100,-
Município,Coimbra,2014,74,243,52.1
Município,Condeixa-a-Nova,2014,13,78,-
Município,Figueira da Foz,2014,31,105,31.4
Município,Góis,2014,12,50,-
Município,Lousã,2014,10,140,23.9
Município,Mealhada,2014,21,101,25.1
Município,Mira,2014,11,39,25.2
Município,Miranda do Corvo,2014,13,127,-
Município,Montemor-o-Velho,2014,14,79,-
Município,Mortágua,2014,7,60,8.8
Município,Oliveira do Hospital,2014,70,128,52
Município,Pampilhosa da Serra,2014,7,103,-
Município,Penacova,2014,15,116,-
Município,Penela,2014,9,78,-
Município,Soure,2014,18,100,-
Município,Tábua,2014,11,122,-
Município,Vila Nova de Poiares,2014,4,54,-
NUTS III,Região de Leiria,2014,211,1202,28.6
Município,Alvaiázere,2014,15,82,-
Município,Ansião,2014,12,70,-
Município,Batalha,2014,4,99,42.1
Município,Castanheira de Pêra,2014,10,47,-
Município,Figueiró dos Vinhos,2014,13,72,-
Município,Leiria,2014,47,370,26.4
Município,Marinha Grande,2014,16,112,36.2
Município,Pedrógão Grande,2014,21,68,-
Município,Pombal,2014,53,141,16.7
Município,Porto de Mós,2014,20,141,1.5
NUTS III,Viseu Dão Lafões,2014,372,1173,16.4
Município,Aguiar da Beira,2014,11,33,-
Município,Carregal do Sal,2014,24,109,-
Município,Castro Daire,2014,35,115,-
Município,Mangualde,2014,39,84,10.4
Município,Nelas,2014,27,144,15
Município,Oliveira de Frades,2014,18,34,20.3
Município,Penalva do Castelo,2014,4,54,-
Município,Santa Comba Dão,2014,10,66,0
Município,São Pedro do Sul,2014,15,121,1.3
Município,Sátão,2014,13,54,-
Município,Tondela,2014,39,125,10.1
Município,Vila Nova de Paiva,2014,14,66,-
Município,Viseu,2014,111,105,26.3
Município,Vouzela,2014,12,63,-
NUTS III,Beira Baixa,2014,138,530,21.3
Município,Castelo Branco,2014,63,128,23.5
Município,Idanha-a-Nova,2014,36,92,27.1
Município,Oleiros,2014,9,108,-
Município,Penamacor,2014,10,82,-
Município,Proença-a-Nova,2014,8,74,-
Município,Vila Velha de Ródão,2014,12,46,22.6
NUTS III,Médio Tejo,2014,313,1164,53.6
Município,Abrantes,2014,34,59,6.3
Município,Alcanena,2014,26,80,-
Município,Constância,2014,9,73,-
Município,Entroncamento,2014,6,48,-
Município,Ferreira do Zêzere,2014,6,53,-
Município,Mação,2014,12,54,0
Município,Ourém,2014,45,262,61.5
Município,Sardoal,2014,5,62,-
Município,Sertã,2014,42,185,3.9
Município,Tomar,2014,79,75,44
Município,Torres Novas,2014,38,105,-
Município,Vila de Rei,2014,1,49,-
Município,Vila Nova da Barquinha,2014,10,59,-
NUTS III,Beiras e Serra da Estrela,2014,470,1407,14
Município,Almeida,2014,15,43,32
Município,Belmonte,2014,11,52,-
Município,Celorico da Beira,2014,16,63,10.6
Município,Covilhã,2014,53,93,8.3
Município,Figueira de Castelo Rodrigo,2014,54,31,13.2
Município,Fornos de Algodres,2014,12,48,-
Município,Fundão,2014,27,127,7.8
Município,Gouveia,2014,38,199,12.9
Município,Guarda,2014,35,184,21.7
Município,Manteigas,2014,1,49,33.3
Município,Mêda,2014,39,55,-
Município,Pinhel,2014,37,52,-
Município,Sabugal,2014,34,105,0
Município,Seia,2014,52,177,8
Município,Trancoso,2014,46,129,-
NUTS II,Área Metropolitana de Lisboa,2014,1149,4897,68
NUTS III,Área Metropolitana de Lisboa,2014,1149,4897,68
Município,Alcochete,2014,16,39,29.9
Município,Almada,2014,107,245,43.9
Município,Amadora,2014,28,79,26.9
Município,Barreiro,2014,23,202,-
Município,Cascais,2014,63,339,71
Município,Lisboa,2014,129,960,74.4
Município,Loures,2014,74,400,42.7
Município,Mafra,2014,28,159,53.7
Município,Moita,2014,60,60,-
Município,Montijo,2014,78,95,21.2
Município,Odivelas,2014,70,271,-
Município,Oeiras,2014,47,343,42.7
Município,Palmela,2014,73,182,36.7
Município,Seixal,2014,57,147,-
Município,Sesimbra,2014,26,166,45.9
Município,Setúbal,2014,45,235,32.8
Município,Sintra,2014,168,660,50.8
Município,Vila Franca de Xira,2014,57,315,-
NUTS II,Alentejo,2014,1155,3171,31
NUTS III,Alentejo Litoral,2014,122,403,22.7
Município,Alcácer do Sal,2014,20,75,26.5
Município,Grândola,2014,24,45,17.8
Município,Odemira,2014,39,91,27.2
Município,Santiago do Cacém,2014,28,137,19.7
Município,Sines,2014,11,55,31.1
NUTS III,Baixo Alentejo,2014,271,566,18.5
Município,Aljustrel,2014,18,44,18.3
Município,Almodôvar,2014,9,53,-
Município,Alvito,2014,3,30,-
Município,Barrancos,2014,3,29,-
Município,Beja,2014,68,84,24.2
Município,Castro Verde,2014,10,38,-
Município,Cuba,2014,7,43,-
Município,Ferreira do Alentejo,2014,12,31,9
Município,Mértola,2014,17,33,20.5
Município,Moura,2014,58,56,6.6
Município,Ourique,2014,19,45,-
Município,Serpa,2014,29,43,2
Município,Vidigueira,2014,18,37,-
NUTS III,Lezíria do Tejo,2014,375,814,23.8
Município,Almeirim,2014,30,56,17.8
Município,Alpiarça,2014,18,31,-
Município,Azambuja,2014,47,81,20.1
Município,Benavente,2014,34,121,26.5
Município,Cartaxo,2014,33,55,-
Município,Chamusca,2014,15,38,-
Município,Coruche,2014,34,57,-
Município,Golegã,2014,4,48,-
Município,Rio Maior,2014,20,48,-
Município,Salvaterra de Magos,2014,37,53,-
Município,Santarém,2014,103,226,29.8
NUTS III,Alto Alentejo,2014,208,715,22.1
Município,Alter do Chão,2014,5,39,10.8
Município,Arronches,2014,10,29,-
Município,Avis,2014,9,29,22.8
Município,Campo Maior,2014,27,32,-
Município,Castelo de Vide,2014,3,40,16.5
Município,Crato,2014,5,44,-
Município,Elvas,2014,57,68,28.7
Município,Fronteira,2014,4,29,-
Município,Gavião,2014,12,62,-
Município,Marvão,2014,9,34,45.5
Município,Monforte,2014,9,35,0
Município,Nisa,2014,17,46,-
Município,Ponte de Sor,2014,13,69,-
Município,Portalegre,2014,21,114,21.4
Município,Sousel,2014,7,45,-
NUTS III,Alentejo Central,2014,179,673,45.6
Município,Alandroal,2014,14,23,-
Município,Arraiolos,2014,13,62,-
Município,Borba,2014,8,49,5
Município,Estremoz,2014,25,48,28.2
Município,Évora,2014,47,64,52.8
Município,Montemor-o-Novo,2014,14,83,25.5
Município,Mora,2014,9,38,-
Município,Mourão,2014,6,29,-
Município,Portel,2014,8,36,0
Município,Redondo,2014,6,25,-
Município,Reguengos de Monsaraz,2014,16,68,7.6
Município,Vendas Novas,2014,7,43,-
Município,Viana do Alentejo,2014,1,61,-
Município,Vila Viçosa,2014,5,44,26
NUTS II,Algarve,2014,345,1042,68.7
NUTS III,Algarve,2014,345,1042,68.7
Município,Albufeira,2014,34,64,72.6
Município,Alcoutim,2014,11,37,-
Município,Aljezur,2014,6,66,48.4
Município,Castro Marim,2014,15,0,47.5
Município,Faro,2014,32,108,67.5
Município,Lagoa,2014,16,83,73.8
Município,Lagos,2014,20,63,79.4
Município,Loulé,2014,63,84,65.3
Município,Monchique,2014,18,58,51.3
Município,Olhão,2014,22,71,64.1
Município,Portimão,2014,16,81,65.5
Município,São Brás de Alportel,2014,5,71,-
Município,Silves,2014,46,114,65.5
Município,Tavira,2014,27,43,60.9
Município,Vila do Bispo,2014,5,42,79.1
Município,Vila Real de Santo António,2014,9,57,50.7
NUTS I,Continente,2015,19643,27427,56.9
NUTS II,Norte,2015,10671,9646,45.9
NUTS III,Alto Minho,2015,1321,566,30.6
Município,Arcos de Valdevez,2015,302,37,13.5
Município,Caminha,2015,94,66,31.4
Município,Melgaço,2015,17,41,17.2
Município,Monção,2015,95,42,24.6
Município,Paredes de Coura,2015,62,37,42.6
Município,Ponte da Barca,2015,173,38,15
Município,Ponte de Lima,2015,267,90,32.6
Município,Valença,2015,57,42,26.7
Município,Viana do Castelo,2015,221,125,40.5
Município,Vila Nova de Cerveira,2015,33,48,20.7
NUTS III,Cávado,2015,647,718,31.9
Município,Amares,2015,52,58,33.3
Município,Barcelos,2015,111,291,54.8
Município,Braga,2015,166,137,33
Município,Esposende,2015,37,111,44.2
Município,Terras de Bouro,2015,86,67,6.6
Município,Vila Verde,2015,195,54,16.2
NUTS III,Ave,2015,1218,919,35.5
Município,Cabeceiras de Basto,2015,120,51,-
Município,Fafe,2015,191,85,18.8
Município,Guimarães,2015,315,191,42.4
Município,Mondim de Basto,2015,31,50,-
Município,Póvoa de Lanhoso,2015,215,72,0
Município,Vieira do Minho,2015,180,46,36.4
Município,Vila Nova de Famalicão,2015,121,329,18.7
Município,Vizela,2015,45,95,-
NUTS III,Área Metropolitana do Porto,2015,2579,3474,54.4
Município,Arouca,2015,98,81,8
Município,Espinho,2015,55,97,46.7
Município,Gondomar,2015,348,343,38.3
Município,Maia,2015,215,196,50.9
Município,Matosinhos,2015,94,220,26
Município,Oliveira de Azeméis,2015,113,127,-
Município,Paredes,2015,401,444,25.4
Município,Porto,2015,1,400,69.2
Município,Póvoa de Varzim,2015,65,70,41.3
Município,Santa Maria da Feira,2015,188,195,29
Município,Santo Tirso,2015,301,254,14
Município,São João da Madeira,2015,10,83,39.8
Município,Trofa,2015,95,75,-
Município,Vale de Cambra,2015,44,53,17
Município,Valongo,2015,131,177,10.7
Município,Vila do Conde,2015,136,102,40.1
Município,Vila Nova de Gaia,2015,284,557,37.1
NUTS III,Alto Tâmega,2015,977,449,19
Município,Boticas,2015,98,48,-
Município,Chaves,2015,181,118,21.8
Município,Montalegre,2015,321,85,4.1
Município,Ribeira de Pena,2015,88,90,-
Município,Valpaços,2015,175,54,7.5
Município,Vila Pouca de Aguiar,2015,114,54,18.7
NUTS III,Tâmega e Sousa,2015,2594,1607,23.5
Município,Amarante,2015,323,214,33.7
Município,Baião,2015,136,175,22.2
Município,Castelo de Paiva,2015,30,103,22.5
Município,Celorico de Basto,2015,216,94,-
Município,Cinfães,2015,297,199,26.6
Município,Felgueiras,2015,309,201,49.6
Município,Lousada,2015,240,81,16.3
Município,Marco de Canaveses,2015,248,137,4.2
Município,Paços de Ferreira,2015,220,162,16.3
Município,Penafiel,2015,444,195,19.2
Município,Resende,2015,131,46,8.9
NUTS III,Douro,2015,856,1225,28.5
Município,Alijó,2015,64,154,42.8
Município,Armamar,2015,20,45,30.8
Município,Carrazeda de Ansiães,2015,37,50,10.8
Município,Freixo de Espada à Cinta,2015,95,54,0
Município,Lamego,2015,68,64,37.5
Município,Mesão Frio,2015,10,56,-
Município,Moimenta da Beira,2015,45,74,6.3
Município,Murça,2015,40,34,-
Município,Penedono,2015,15,34,-
Município,Peso da Régua,2015,34,46,25.1
Município,Sabrosa,2015,24,49,0
Município,Santa Marta de Penaguião,2015,22,77,0
Município,São João da Pesqueira,2015,44,47,-
Município,Sernancelhe,2015,42,44,-
Município,Tabuaço,2015,14,54,14.4
Município,Tarouca,2015,38,93,-
Município,Torre de Moncorvo,2015,75,59,0
Município,Vila Nova de Foz Côa,2015,55,28,3
Município,Vila Real,2015,114,163,20.6
NUTS III,Terras de Trás-os-Montes,2015,479,688,16.5
Município,Alfândega da Fé,2015,21,60,3.9
Município,Bragança,2015,94,99,21.7
Município,Macedo de Cavaleiros,2015,61,99,23.3
Município,Miranda do Douro,2015,23,103,16.4
Município,Mirandela,2015,79,81,8.6
Município,Mogadouro,2015,34,77,0
Município,Vila Flor,2015,27,41,1.4
Município,Vimioso,2015,32,53,3
Município,Vinhais,2015,108,75,0
NUTS II,Centro,2015,4987,8988,37.3
NUTS III,Oeste,2015,993,1048,38
Município,Alcobaça,2015,109,210,32.9
Município,Alenquer,2015,159,139,-
Município,Arruda dos Vinhos,2015,67,48,10.4
Município,Bombarral,2015,34,65,-
Município,Cadaval,2015,53,49,-
Município,Caldas da Rainha,2015,133,90,29.8
Município,Lourinhã,2015,86,66,16.6
Município,Nazaré,2015,18,47,51.3
Município,Óbidos,2015,63,57,50.6
Município,Peniche,2015,42,52,32.2
Município,Sobral de Monte Agraço,2015,53,59,-
Município,Torres Vedras,2015,176,166,29.5
NUTS III,Região de Aveiro,2015,656,992,40.2
Município,Águeda,2015,87,110,31.5
Município,Albergaria-a-Velha,2015,64,70,2.5
Município,Anadia,2015,37,50,38.2
Município,Aveiro,2015,140,196,50.6
Município,Estarreja,2015,62,79,-
Município,Ílhavo,2015,52,101,35.2
Município,Murtosa,2015,12,63,39.3
Município,Oliveira do Bairro,2015,43,50,-
Município,Ovar,2015,60,153,27.2
